SGS GEOSOL LABORATÓRIOS LTDA.;;;;;Final Report;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Client:;CPRM - Cia de Pesquisa de Recursos Minerais;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
File Created:;2/8/2010 08:45:49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Job Number:;GQ1004993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Number of Samples:;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Project:;C.C. 4068-500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Shipment ID:;Lote 1560;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P.O. Number:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Received:;28/7/2010 08:45:49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Method;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B
VC-R-50 ;IBY577;ROCHA;0,09;0,32;<1;6;<0.1;<0.04;0,12;<0.02;2,4;1;4;<5;3,6;0,64;0,8;0,14;<0.02;<0.01;1,2;1;<0.01;0,03;0,01;0,73;<0.01;0,3;2,9;<50;1,5;1,6;<0.1;<0.01;0,15;<0.5;<2;0,9;1,7;<0.05;<0.05;<0.05;0,4;0,01;<0.02;0,2;3;0,1;0,7;<0.1;2;4,1
VC-R-52 ;IBY578;ROCHA;0,05;0,02;<1;13;<0.1;<0.04;>15;0,23;0,4;0,6;<1;<5;1,6;0,05;<0.1;0,02;<0.02;<0.01;0,3;<1;<0.01;12,21;<0.01;0,14;0,02;0,1;12,1;275;0,6;0,7;<0.1;<0.01;<0.05;<0.5;<2;0,7;43,1;<0.05;<0.05;<0.05;<0.2;<0.01;<0.02;0,2;2;<0.1;0,4;<0.1;4;0,9
VC-R-54 ;IBY579;ROCHA;0,19;0,02;<1;9;<0.1;<0.04;>15;0,3;0,66;0,6;<1;<5;1,7;0,02;<0.1;<0.02;<0.02;<0.01;0,4;<1;<0.01;12,15;<0.01;0,08;0,03;0,1;12,5;625;0,7;0,7;<0.1;<0.01;<0.05;<0.5;<2;0,7;74,5;<0.05;<0.05;<0.05;<0.2;<0.01;<0.02;0,3;3;<0.1;0,9;<0.1;8;0,9
VC-R-55-A ;IBY580;ROCHA;<0.02;0,07;<1;16;<0.1;<0.04;>15;0,32;2,25;0,7;1;<5;2,8;0,05;0,2;0,06;<0.02;0,04;1,2;2;0,02;11,06;<0.01;0,09;0,02;0,2;12,4;322;1,3;3,5;<0.1;<0.01;<0.05;<0.5;<2;0,6;69,8;<0.05;<0.05;<0.05;<0.2;<0.01;<0.02;0,5;4;<0.1;2,9;0,2;12;1,9
VC-R-55-B ;IBY581;ROCHA;0,05;0,04;<1;9;<0.1;<0.04;10,2;0,04;0,63;0,5;2;<5;1,5;0,18;0,1;0,02;<0.02;<0.01;0,3;<1;<0.01;6,15;<0.01;0,32;0,01;0,3;6,7;126;1,1;0,6;<0.1;<0.01;<0.05;<0.5;<2;0,8;19,2;<0.05;<0.05;<0.05;<0.2;<0.01;<0.02;0,4;3;0,1;0,6;<0.1;5;1
VC-R-58 ;IBY582;ROCHA;0,03;0,5;<1;31;0,2;<0.04;>15;<0.02;5,75;1,6;1;<5;2,4;0,24;1,3;0,26;<0.02;0,15;3;6;0,03;0,3;<0.01;0,2;0,18;0,9;20,5;260;2,3;11,6;<0.1;0,07;0,06;1,1;<2;0,8;4863;<0.05;0,06;<0.05;0,8;0,03;0,03;1,1;6;0,2;2,8;0,2;10;9,3
VC-R-59 ;IBY583;ROCHA;0,02;0,18;<1;18;<0.1;<0.04;>15;<0.02;2,4;1,2;1;<5;1,6;0,09;0,4;0,09;<0.02;0,06;1,5;2;0,01;0,27;<0.01;0,09;0,06;0,6;20,3;302;1,1;4,8;<0.1;0,04;<0.05;0,6;<2;0,7;5913;<0.05;<0.05;<0.05;0,4;0,01;<0.02;0,8;4;<0.1;1,8;0,1;5;3,5
VC-R-60 ;IBY584;ROCHA;0,02;0,03;<1;8;<0.1;<0.04;>15;<0.02;0,53;1;<1;<5;1;0,01;<0.1;<0.02;<0.02;<0.01;0,4;<1;<0.01;0,12;<0.01;0,09;0,01;0,2;19,6;190;0,7;0,4;<0.1;0,02;<0.05;<0.5;<2;0,6;3583;<0.05;<0.05;<0.05;<0.2;<0.01;<0.02;0,5;2;<0.1;0,5;<0.1;7;1,1
VC-R-61 ;IBY585;ROCHA;<0.02;0,05;<1;6;<0.1;<0.04;>15;<0.02;0,81;1;<1;<5;0,9;<0.01;<0.1;0,03;<0.02;0,02;0,6;<1;<0.01;0,17;<0.01;0,06;0,01;0,3;20,6;247;0,8;1,2;<0.1;0,02;<0.05;<0.5;<2;0,7;2579;<0.05;<0.05;<0.05;<0.2;<0.01;<0.02;0,4;2;<0.1;0,9;<0.1;4;1,2
VC-R-62 ;IBY586;ROCHA;0,08;0,31;<1;21;0,1;<0.04;>15;<0.02;4,42;1,4;<1;<5;2,5;0,15;0,8;0,16;<0.02;0,11;2,8;4;0,02;0,43;<0.01;0,11;0,07;0,7;19,7;355;1,7;7,7;<0.1;0,03;0,06;0,8;<2;0,9;3053;<0.05;0,07;<0.05;0,4;0,02;<0.02;1,1;5;0,1;3,8;0,2;6;5,1
VC-R-68-A ;IBY587;ROCHA;0,07;0,08;<1;10;<0.1;<0.04;>15;0,02;1,28;0,9;<1;<5;1,1;0,04;0,2;0,06;<0.02;0,02;0,7;2;<0.01;7,48;<0.01;0,07;0,02;0,3;15,1;466;0,9;1,7;<0.1;0,01;<0.05;<0.5;<2;0,7;805;<0.05;<0.05;<0.05;<0.2;<0.01;<0.02;1,5;5;<0.1;1,5;<0.1;7;2,3
VC-R-68-B ;IBY588;ROCHA;<0.02;0,08;<1;7;<0.1;<0.04;>15;<0.02;1,55;1;<1;<5;1,5;0,02;0,2;0,05;<0.02;0,03;1;2;<0.01;0,24;<0.01;0,09;<0.01;0,4;20,6;162;1,6;2,5;<0.1;0,01;<0.05;<0.5;<2;0,6;791;<0.05;<0.05;<0.05;<0.2;<0.01;<0.02;2,1;3;0,2;1,4;<0.1;6;2,5
VC-R-69 ;IBY589;ROCHA;0,03;0,09;<1;8;<0.1;<0.04;>15;<0.02;1,69;1,1;<1;<5;1,5;0,04;0,2;0,04;<0.02;0,03;1;1;0,02;0,66;<0.01;0,12;<0.01;0,3;20,8;301;1;1,8;<0.1;0,02;<0.05;<0.5;<2;0,9;1829;<0.05;<0.05;<0.05;<0.2;<0.01;<0.02;1;4;0,1;1,2;<0.1;8;2,4
VC-R-71 ;IBY590;ROCHA;0,03;0,03;<1;16;<0.1;<0.04;>15;<0.02;0,48;1;<1;<5;0,8;0,01;<0.1;<0.02;<0.02;0,01;0,3;1;<0.01;0,17;<0.01;0,07;0,02;0,1;20,7;215;0,9;0,3;<0.1;0,02;<0.05;<0.5;<2;0,7;3057;<0.05;<0.05;<0.05;<0.2;<0.01;<0.02;0,9;2;<0.1;0,7;<0.1;5;0,9
VC-R-72 ;IBY591;ROCHA;0,02;0,04;<1;34;<0.1;<0.04;>15;<0.02;2,96;0,7;<1;<5;0,8;0,06;<0.1;0,02;<0.02;0,01;1,5;<1;<0.01;10,16;<0.01;0,17;0,02;0,2;11,1;340;0,8;0,5;<0.1;<0.01;<0.05;<0.5;<2;0,8;118;<0.05;<0.05;<0.05;<0.2;<0.01;<0.02;0,3;3;<0.1;0,4;<0.1;6;1
VC-R-73 ;IBY592;ROCHA;0,02;0,04;<1;22;<0.1;<0.04;13,23;0,04;1,24;1;1;<5;1,8;0,19;0,1;0,02;<0.02;0,01;0,9;1;0,03;7,09;0,02;0,37;0,01;0,2;9,3;196;1,3;5,9;<0.1;<0.01;<0.05;<0.5;<2;0,6;65,4;<0.05;0,09;<0.05;0,5;<0.01;0,02;0,5;4;<0.1;1;<0.1;6;1,4
VC-R-74 ;IBY593;ROCHA;0,07;0,33;<1;50;0,2;<0.04;>15;0,11;4,55;1;<1;<5;2,2;0,2;0,9;0,11;<0.02;0,21;2,6;10;0,04;11,24;<0.01;0,14;0,03;0,7;13;317;2;18,6;<0.1;<0.01;0,43;0,6;<2;0,8;60,5;<0.05;0,08;<0.05;0,8;0,02;0,05;0,3;4;0,2;2,3;0,2;10;4,6
VC-R-75 ;IBY594;ROCHA;<0.02;0,13;<1;10;<0.1;<0.04;>15;<0.02;1,92;1;<1;<5;1,3;0,07;0,3;0,08;<0.02;0,05;1,1;1;0,01;5,42;<0.01;0,11;0,02;0,4;18;358;1,7;5,7;<0.1;0,02;<0.05;<0.5;<2;0,7;526;<0.05;<0.05;<0.05;0,3;<0.01;<0.02;0,9;4;<0.1;1,4;<0.1;4;2,6
VC-R-76 ;IBY595;ROCHA;0,03;0,06;<1;36;<0.1;<0.04;>15;<0.02;1,2;1,3;<1;<5;1,8;0,06;<0.1;0,03;<0.02;0,02;0,8;1;<0.01;12,88;0,02;0,22;0,02;0,7;14,5;124;0,8;1,9;<0.1;<0.01;<0.05;<0.5;<2;0,7;35,5;0,05;<0.05;<0.05;<0.2;<0.01;<0.02;0,1;3;0,2;1,4;<0.1;5;1,1
VC-R-78 ;IBY597;ROCHA;0,02;0,26;<1;54;0,1;<0.04;>15;0,03;3,29;1;2;<5;1,5;0,12;0,7;0,18;<0.02;0,12;1,6;2;0,02;12,34;<0.01;0,11;0,02;0,7;13,2;268;1;9,6;<0.1;0,01;<0.05;0,6;<2;0,9;93,5;<0.05;<0.05;<0.05;0,4;0,02;0,03;0,4;5;0,2;1,4;0,1;7;5,6
VC-R-79 ;IBY598;ROCHA;0,26;0,03;<1;11;<0.1;<0.04;>15;<0.02;0,72;0,9;<1;<5;0,9;0,03;<0.1;0,02;<0.02;<0.01;0,4;<1;<0.01;10,57;<0.01;0,05;0,03;0,2;13,8;250;0,8;0,6;<0.1;0,01;<0.05;<0.5;<2;0,8;141;<0.05;<0.05;<0.05;<0.2;<0.01;<0.02;0,2;4;<0.1;1,1;<0.1;10;0,9
VC-R-80 ;IBY599;ROCHA;0,11;0,03;<1;12;<0.1;<0.04;>15;<0.02;0,95;0,7;<1;<5;0,8;0,02;<0.1;<0.02;<0.02;<0.01;0,6;<1;<0.01;12,32;<0.01;0,07;0,03;0,4;13,8;198;0,9;0,5;<0.1;0,01;<0.05;<0.5;<2;0,8;110;<0.05;<0.05;<0.05;<0.2;<0.01;<0.02;0,2;3;0,1;0,8;<0.1;3;0,6
VC-R-82 ;IBY600;ROCHA;0,05;0,1;<1;25;0,1;<0.04;>15;0,21;5,66;0,9;1;<5;1,8;0,06;0,2;0,04;<0.02;0,03;2,6;3;0,09;11,77;<0.01;0,1;0,02;0,4;14,2;262;1,6;2,7;<0.1;0,01;<0.05;<0.5;<2;0,7;113;<0.05;0,13;<0.05;0,3;<0.01;<0.02;0,7;5;<0.1;11;0,6;14;2,4
VC-R-83 ;IBY601;ROCHA;0,03;0,22;<1;31;<0.1;<0.04;>15;0,14;3,96;1,2;<1;<5;1,9;0,1;0,6;0,11;<0.02;0,07;2;2;0,03;2,95;<0.01;0,09;0,01;0,4;20,4;380;1,7;5,6;<0.1;0,01;0,05;0,6;<2;0,8;694;<0.05;0,05;<0.05;0,4;0,01;<0.02;1,1;11;<0.1;2,9;0,2;15;4,1
VC-R-86 ;IBY602;ROCHA;0,04;0,3;<1;34;<0.1;<0.04;>15;0,07;3,05;1,3;2;<5;2,3;0,16;0,8;0,12;<0.02;0,12;1,6;6;0,01;11,41;<0.01;0,12;0,03;0,7;15;465;3,1;8,2;<0.1;0,02;<0.05;0,6;<2;0,8;128;<0.05;<0.05;<0.05;0,3;0,01;0,02;0,8;5;0,3;1,7;0,1;13;4,2
VC-R-87 ;IBY603;ROCHA;<0.02;0,17;<1;20;<0.1;<0.04;>15;<0.02;2,19;1;1;<5;1,8;0,1;0,4;0,08;<0.02;0,05;1,2;3;<0.01;10,51;<0.01;0,06;0,02;0,3;15,1;470;2;3,6;<0.1;0,01;<0.05;<0.5;<2;0,8;151;<0.05;<0.05;<0.05;<0.2;<0.01;<0.02;2,3;9;<0.1;1,3;<0.1;11;3
VC-R-88 ;IBY604;ROCHA;0,03;0,02;<1;9;<0.1;<0.04;>15;<0.02;0,72;0,7;<1;<5;1;0,02;<0.1;<0.02;<0.02;<0.01;0,4;<1;<0.01;11,25;<0.01;<0.05;0,02;0,2;15,1;196;1,3;<0.2;<0.1;0,01;<0.05;<0.5;<2;0,7;128;<0.05;<0.05;<0.05;<0.2;<0.01;<0.02;0,8;5;<0.1;0,6;<0.1;11;0,6
VC-R-89 ;IBY605;ROCHA;0,03;0,02;<1;8;<0.1;<0.04;>15;<0.02;0,7;0,7;<1;<5;1,2;0,01;<0.1;0,04;<0.02;<0.01;0,4;1;<0.01;11,65;<0.01;<0.05;0,02;<0.1;15;195;0,6;<0.2;<0.1;<0.01;<0.05;<0.5;<2;0,7;164;<0.05;<0.05;<0.05;<0.2;<0.01;<0.02;1;4;<0.1;0,6;<0.1;6;1,5
VC-R-90 ;IBY606;ROCHA;0,06;0,06;<1;8;<0.1;<0.04;>15;<0.02;1,02;0,7;<1;<5;1,2;0,04;0,2;0,03;<0.02;0,01;0,5;1;<0.01;11,56;<0.01;0,09;0,02;0,2;13,4;153;0,9;0,9;<0.1;<0.01;<0.05;<0.5;<2;0,8;166;<0.05;<0.05;<0.05;<0.2;<0.01;<0.02;0,8;4;0,1;0,6;<0.1;6;1,5
VC-R-39-A ;IBY607;ROCHA;<0.02;0,05;<1;8;<0.1;<0.04;>15;<0.02;1,05;1;<1;<5;1;0,02;<0.1;0,03;<0.02;0,02;0,7;2;<0.01;0,76;<0.01;0,07;0,02;0,3;20,6;187;0,9;1,4;<0.1;0,02;<0.05;<0.5;<2;1,2;792;<0.05;<0.05;<0.05;<0.2;<0.01;<0.02;1,2;4;<0.1;1,2;<0.1;10;1,6
VC-R-39-B ;IBY608;ROCHA;0,02;0,2;<1;13;<0.1;<0.04;>15;<0.02;2,11;0,9;1;<5;1,3;0,09;0,4;0,13;<0.02;0,05;1,2;4;0,01;4,21;<0.01;1,63;0,1;0,5;15,5;313;1,4;3,1;<0.1;0,01;<0.05;<0.5;<2;1,2;578;<0.05;<0.05;<0.05;0,2;<0.01;<0.02;0,6;6;<0.1;1,7;0,1;8;4,3
VC-R-40 ;IBY609;ROCHA;<0.02;0,22;<1;19;<0.1;<0.04;>15;<0.02;2,75;1,2;<1;<5;1,6;0,12;0,6;0,12;<0.02;0,09;1,5;5;0,02;1,94;<0.01;0,18;0,03;0,5;19,5;709;1,6;7,2;<0.1;0,02;<0.05;0,6;<2;1;539;<0.05;<0.05;<0.05;0,3;0,01;<0.02;1,2;6;0,1;2,5;0,1;6;4,5
VC-R-41-A ;IBY610;ROCHA;<0.02;0,15;1;15;<0.1;<0.04;>15;<0.02;2,06;1,2;<1;<5;1,4;0,09;0,5;0,09;<0.02;0,06;1,2;11;<0.01;1,21;0,02;0,2;0,03;0,4;19,1;442;1,3;5,1;<0.1;0,02;<0.05;<0.5;<2;1;511;<0.05;<0.05;<0.05;<0.2;<0.01;<0.02;0,8;5;<0.1;1,7;0,1;5;2,8
VC-R-41-B ;IBY611;ROCHA;<0.02;0,09;<1;8;0,1;<0.04;>15;<0.02;1,25;0,8;<1;<5;1,3;0,07;0,3;0,04;<0.02;<0.01;0,7;2;<0.01;9,23;<0.01;0,1;0,06;0,2;14,1;227;0,9;0,7;<0.1;<0.01;<0.05;<0.5;<2;1,3;277;<0.05;<0.05;<0.05;<0.2;<0.01;<0.02;0,2;4;<0.1;0,9;<0.1;11;1,3
VC-R-42 ;IBY612;ROCHA;0,04;0,11;<1;10;<0.1;<0.04;>15;<0.02;1,61;1,1;<1;<5;1,5;0,09;0,3;0,07;<0.02;0,04;0,9;4;<0.01;1,5;<0.01;0,07;0,02;0,4;19,8;354;1,2;3;<0.1;0,02;<0.05;<0.5;<2;1;771;<0.05;<0.05;<0.05;<0.2;<0.01;<0.02;0,7;5;<0.1;1,4;<0.1;5;2,5
BRANCO_PREP;;ROCHA;<0.02;0,02;<1;6;<0.1;<0.04;0,09;<0.02;<0.05;0,4;1;<5;2,2;0,43;0,2;<0.02;<0.02;<0.01;<0.1;15;<0.01;0,02;<0.01;0,69;<0.01;<0.1;1,3;<50;0,9;<0.2;<0.1;<0.01;0,07;<0.5;<2;0,8;3,9;<0.05;<0.05;<0.05;<0.2;<0.01;<0.02;<0.1;<1;<0.1;<0.1;<0.1;3;<0.5
VC-R-44 ;IBY613;ROCHA;0,05;0,78;<1;53;0,3;<0.04;>15;0,02;8,73;1,4;3;<5;2,8;0,38;2,2;0,39;<0.02;0,46;4,3;15;0,04;10,32;<0.01;0,23;0,03;1,5;12,4;776;2,9;28,2;<0.1;0,01;0,31;1,4;<2;1;206;<0.05;0,09;<0.05;1,6;0,04;0,07;1;12;0,5;3,7;0,3;11;11,7
VC-R-45 ;IBY614;ROCHA;<0.02;0,03;<1;10;<0.1;<0.04;>15;<0.02;0,37;0,9;<1;<5;1,1;<0.01;<0.1;<0.02;<0.02;<0.01;0,1;<1;<0.01;0,36;<0.01;0,11;<0.01;<0.1;19;334;0,7;<0.2;<0.1;0,02;0,12;<0.5;<2;0,9;2725;<0.05;<0.05;<0.05;<0.2;<0.01;<0.02;0,8;3;<0.1;0,8;<0.1;14;0,8
VC-R-46 ;IBY615;ROCHA;0,14;0,04;<1;16;<0.1;<0.04;>15;<0.02;0,47;0,9;<1;<5;5,8;0,01;0,1;<0.02;<0.02;0,01;0,2;<1;<0.01;0,15;<0.01;0,06;<0.01;0,1;20;273;1,2;<0.2;<0.1;0,02;<0.05;<0.5;<2;1;2787;<0.05;<0.05;<0.05;<0.2;<0.01;<0.02;0,8;3;<0.1;0,8;<0.1;4;0,8
VC-R-28  ;IBY643;ROCHA;<0.02;0,47;1;38;0,2;<0.04;>15;<0.02;5,96;1,4;<1;<5;2,3;0,19;1,3;0,17;<0.02;0,2;3,2;7;0,02;0,31;<0.01;0,15;0,1;0,9;19,2;272;2;13,3;<0.1;0,03;0,1;0,9;<2;0,9;3256;<0.05;<0.05;<0.05;1;0,02;0,03;1;7;0,1;2,9;0,2;10;6,4
VC-R-63 ;IBY644;ROCHA;<0.02;0,04;<1;5;<0.1;<0.04;>15;<0.02;0,23;0,8;<1;<5;0,6;<0.01;<0.1;<0.02;<0.02;<0.01;<0.1;<1;<0.01;0,1;<0.01;<0.05;<0.01;<0.1;18,8;301;0,7;<0.2;<0.1;0,02;<0.05;<0.5;<2;0,7;3612;<0.05;<0.05;<0.05;<0.2;<0.01;<0.02;0,6;2;<0.1;0,3;<0.1;4;0,7
VC-R-65  ;IBY645;ROCHA;<0.02;0,03;<1;6;<0.1;<0.04;>15;<0.02;0,28;0,9;<1;<5;1,3;<0.01;0,1;<0.02;<0.02;<0.01;<0.1;<1;<0.01;0,17;<0.01;0,06;0,01;<0.1;20,5;284;1,3;<0.2;<0.1;0,02;<0.05;<0.5;<2;0,7;2736;<0.05;<0.05;<0.05;<0.2;<0.01;<0.02;0,9;3;<0.1;0,4;<0.1;4;0,6
Pulp Duplicates;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VC-R-63 ;IBY644;REP;<0.02;0,03;<1;10;<0.1;<0.04;>15;<0.02;0,24;0,9;<1;<5;0,9;<0.01;<0.1;<0.02;<0.02;<0.01;<0.1;<1;<0.01;0,1;<0.01;<0.05;<0.01;<0.1;20,3;307;0,6;<0.2;<0.1;0,02;<0.05;<0.5;<2;0,7;3620;<0.05;<0.05;<0.05;<0.2;<0.01;<0.02;0,7;2;<0.1;0,3;<0.1;5;0,6
VC-R-42 ;IBY612;REP;0,03;0,11;<1;9;<0.1;<0.04;>15;<0.02;1,67;1,1;<1;<5;1,5;0,09;0,3;0,06;<0.02;0,04;0,9;4;0,01;1,39;<0.01;0,07;0,02;0,3;19,4;364;1,2;2,9;<0.1;0,01;<0.05;<0.5;<2;0,9;752;<0.05;<0.05;<0.05;<0.2;<0.01;<0.02;0,6;4;<0.1;1,4;<0.1;5;2,3
VC-R-41-B IBY-611;;REP;0,02;0,09;1;9;0,1;<0.04;>15;<0.02;1,13;0,9;<1;<5;1,2;0,07;0,2;0,03;<0.02;<0.01;0,7;2;<0.01;9,09;<0.01;<0.05;0,06;0,2;13,4;299;0,7;0,6;<0.1;<0.01;<0.05;<0.5;<2;0,9;275;<0.05;<0.05;<0.05;<0.2;<0.01;<0.02;0,2;4;<0.1;0,9;<0.1;11;1,3
VC-R-41-B IBY-611;;DUP;0,02;0,09;<1;8;<0.1;<0.04;>15;<0.02;1,19;0,9;<1;<5;1,4;0,07;0,2;0,03;<0.02;<0.01;0,7;2;<0.01;9,12;<0.01;0,07;0,06;0,2;13,7;296;1,2;0,5;<0.1;<0.01;<0.05;<0.5;<2;0,9;268;<0.05;<0.05;<0.05;<0.2;<0.01;<0.02;0,2;4;<0.1;0,9;<0.1;10;1,3
